,plot,genre
2379,"THIS DOCUMENTARY/FILM SHOWS SLOWLY THE CHANGES IN THE WAY OF LIFE OF 2 SHEPHERDS REMAINING IN SWITZERLAND FROM 30. THE FIRST ONE HAS A FAMILY, WHICH HE HAS TO LEAVE 4 MONTHS DURING THE WINTER AND CAMP IN THE WOODS (FIRST WITH A TENT, THEN WITH A LITTLE HOUSE), TAKING CARE OF A BIG GROUP OF SHEEP ALONG LUCERN AREA. WHEN THE WINTER IS OVER HE RETURNS BACK HOME AND THE WIFE WILL TAKE A PART OF THEM FOR THE SPRING AND SUMMER. ANOTHER SHEPHERD WILL TAKE CARE OF THE OTHER PART OF SHEEP IN THE MOUNTAINS WHERE HE WILL LIVE 1 MONTH ALONE. AFTER SOME YEARS WE WILL FIND A PARTNER AND SHARE THE WORK. THESE PEOPLE IS USED TO THIS STYLE OF LIFE DESPITE ALL THE TECHNOLOGY AND COMFORTABLE LIFE OF OUR CENTURY. VERY INTERESTING THOUGH VERY LONG.",DOCUMENTARY
2380,"WHEN HER BROTHER BOBBY RETURNS FROM WORLD WAR II MENTALLY DAMAGED, ANNA MUST DEAL WITH HER PARENTS, WHO DON'T ACKNOWLEDGE HER BROTHER'S EXISTENCE ONCE HE'S ADMITTED TO A MENTAL HOSPITAL. AFTER HIS SUDDEN DEATH ANNA BEGINS TO QUESTION HER OWN SANITY. HER GANGSTER BOYFRIEND BILLY'S ACTION PUSHES HER FURTHER UNTIL SHE IS CONVINCED THAT THE ONLY WAY SHE CAN BE ""CURED"" IS TO HAVE A LOBOTOMY.",COMEDY
2381,"FORMER LAWYER BOBBY MYERS RECOUNTS HIS FIRST FORAY IN THE CANADIAN MOVIE BUSINESS CIRCA 1979, WHEN THE THEN BURGEONING CANADIAN MOVIE INDUSTRY WAS GOING THROUGH SOME GROWING PAINS. HE WANTED HIS FIRST PROJECT AS PRODUCER TO BE TOLD BY CANADIANS ABOUT ISSUES CLOSE TO THE CANADIAN HEART. AS SUCH, HE ACQUIRED THE RIGHTS TO LANTERN MOON, A BELOVED CANADIAN NOVEL WRITTEN BY LINDSAY MAY MARSHALL. HE QUICKLY REALIZED THAT PRODUCING A MOVIE IN CANADA, ESPECIALLY IN ACQUIRING FINANCING, REQUIRED MUCH COMPROMISE, MOST SPECIFICALLY CASTING A BIG NAME HOLLYWOOD STAR IN THE LEADING ROLE. THE STAR HE SIGNS, MICHAEL BAYTES, COMES WITH MUCH BAGGAGE. THOSE COMPROMISES LEAD TO MANY PROBLEMS BETWEEN THE CANADIAN VISION AND THE WANT BY SOME TO MAKE THE MOVIE MORE ""AMERICAN"", ESPECIALLY BY ULTRA-PATRIOTIC AND PARANOID BAYTES. THROUGH IT ALL, FILMMAKER SANDY RYAN FILMS IT ALL, GOOD AND BAD, FOR A ""MAKING OF"" DOCUMENTARY. BUT SANDY HAS HER OWN AGENDA AS SHE CONCURRENTLY FILMS HER OWN LOWER BUDGET MOVIE CALLED ""HUMAN VOICES"".",COMEDY
2382,THE TRUE STORY OF A GIRLS INITIATION INTO AMERICAN HARD CORE PORNOGRAPHY AND HER RISE TO STARDOM.,DOCUMENTARY
2383,"THE INNER CIRCLE IS A FILM ABOUT A WOMAN WHO SURVIVES BREAST CANCER AND HAS GONE THROUGH A MASTECTOMY. THE FILM'S ABOUT THE INTERPLAY BETWEEN SEXUALITY IN THE LARGER CULTURAL EXPERIENCE AND HOW THE DISEASE AFFECTS THE WOMAN AND HER INNER CIRCLE # HER HUSBAND AND FRIENDS - BOTH PSYCHOLOGICALLY, EMOTIONALLY AND SOCIALLY.",DRAMA
2384,"AIDAN QUINN NARRATES THIS DOCUMENTARY OF THE STRUGGLE OF IRISH IMMIGRANTS IN THE UNITED STATES. TOPICS INCLUDES IRISH INVOLVEMENT IN THE AMERICAN REVOLUTION, THE AGE OF JACKSON, THE MEXICAN AND CIVIL WARS, THE CALIFORNIA GOLD RUSH, AND THE BUILDING OF AMERICAN CITIES.",DOCUMENTARY
2385,"RE-FORMED BY A CODED MESSAGE TO THEIR WEB SITE, A GROUP OF ANIMAL RIGHTS ACTIVISTS SET OFF TO FREE AN IMPRISONED COLLEAGUE FROM A TERRIFYING ORDEAL. THEIR RESCUE MISSION LEADS THEM TO A DISUSED LAB, BUT WHAT SHOULD HAVE BEEN A SIMPLE RAID TURNS INTO A SERIES OF TWISTED AND MIND BENDING INCIDENTS WHERE THE FREE AND THE CAGED SWITCH PLACES, IN THIS TORMENTED PSYCHOLOGICAL HORROR.",HORROR
2386,THE FIRST EVER MTV VIDEO MUSIC AWARD SHOW. HOSTED BY DAN AYKROYD AND BETTE MIDLER.,MUSIC
2387,"SIMON IS A DOWN-ON-HIS LUCK ARTIST WHO GETS NO BREAKS FROM ANY QUARTER. WHILE OUT WORKING AS A STREET SKETCH ARTIST, HE STUMBLES ACROSS THE CONSTRUCTION SITE FOR A NEW MUSEUM THAT IS VERY OBVIOUSLY STOLEN FROM A DESIGN HE CREATED AS AN ARCHITECTURE STUDENT. ENRAGED, HE STORMS INTO THE OFFICE OF ARCHITECT VINCENT POREL AND DEMANDS AN EXPLANATION, BUT IS IMMEDIATELY HAULED OUT BY SECURITY. WHEN THE POLICE ARRIVE TO ARREST SIMON, HE MAKES A BREAK FOR FREEDOM, ONLY TO BE ACCIDENTALLY STRUCK DOWN IN THE STREET BY POREL HIMSELF. AS SIMON LAYS DYING ON THE HOOD OF POREL'S CAR, HIS SOUL IS TRANSFERRED INTO THE BODY OF A NEWBORN BABY, NONE OTHER THAN POREL'S OWN SON, BORN AT THAT VERY INSTANT. REMEMBERING HIS PAST AND REALIZING THAT HE IS NOW IN THE CARE OF THE MAN WHO STOLE HIS WORK AND KILLED HIM, SIMON RESOLVES TO MAKE HIS NEW FATHER'S LIFE HELL.",COMEDY
2388,WHILE A CURSE CHASE TWO BROTHERS IN THE NILE A FATHER AND DAUGHTER TOGETHER WITH ANOTHER DYSFUNCTIONAL FAMILY ABOARD A CRUISE TO CRASH IN AN ADVENTURE FULL OF FUN ...,COMEDY
2389,"A GERMAN ROCKET SCIENTIST ARRIVES ON A SMALL SCOTTISH ISLAND IN THE MID 1930S. HE'S THERE TO RUN TESTS ON A NEW TYPE OF ROCKET THAT IS TO BE USED FOR MAIL DELIVERY BETWEEN THE ISLAND AND THE MAINLAND. INITIALLY HE'S MET WITH SKEPTICISM, BUT SLOWLY THE ISLANDERS COME TO LIKE AND TRUST HIM. ONE OF THE YOUNG WOMEN FALLS IN LOVE WITH HIM, BUT WITH WWII AROUND THE CORNER LIFE GETS COMPLICATED.",DRAMA
2390,COMPILATION OF MUSIC VIDEOS FROM ROXETTE.,MUSIC
2391,"A FORMER PROFESSIONAL GOLFER TURNED MOTIVATIONAL SPEAKER SEEMS TO HAVE IT ALL. AFTER BEING ATTACKED NEAR HER HOME SHE RETREATS TO HER COUNTRY ESTATE ON SHELTER ISLAND WITH HER LIVE IN GIRLFRIEND. A SEVERE STORM HITS THE ISLAND TAKING OUT THE PHONE AND ELECTRICITY, ADD A MYSTERIOUS STRANGER AND A CREEPY SHERIFF AND YOU HAVE THE SET UP FOR A THRILLER WHERE ALL AND WHO ARE NOT WHAT THEY SEEM.",THRILLER
2392,"SCOTT'S A 40-YEAR-OLD PREACHER'S SON AND A RAVER, ENAMORED BY MARIJUANA AND THE SYNTHETIC DRUG ECSTASY, WHO PUTS HIS CHILDREN'S FUTURE AT RISK THROUGH HIS LASSEZ FAIRE APPROACH TO CHILD-REARING.",DOCUMENTARY
2393,A MECHANIC USES THE MYSTIC TAROT TO DETERMINE THE PROBLEMS OF THE VEHICLES HE WORKS ON.,SHORT
2394,"IT MAY ONLY BE THE THIRD DATE, BUT TONY KNOWS IT'S TIME TO POP THE QUESTION AND MAKE THE BEAUTIFUL, SHY KATRINA HIS WIFE. AND WHAT BETTER PLACE FOR ROMANCE THAN CONEY ISLAND? USING HIS FAMILY'S OLD MOB CONNECTIONS, TONY HAS MAPPED OUT EVERY DETAIL FOR A VERY SPECIAL EVENING. BUT CONEY ISLAND'S FINEST ITS HOT DOG LADY, ROLLERCOASTER OPERATOR, COTTON CANDY VENDOR AND PERFORMING FREAK HAVE THEIR OWN WAY OF DOING THINGS. AND THE DATE OF HIS LIFE TURNS OUT TO BE MORE THAN TONY BARGAINED FOR.",SHORT
2395,"THE DOCUMENTARY COVERS THE OUTCRY FROM THE POPULATION AFTER HEARING ABOUT THE RELEASE OF THE TWO BOYS WHO KILLED 2 YEAR-OLD JAMES BULGER IN 1993. PRESENTING THE PROTESTS AGAINST THEIR RELEASE FROM AN INSTITUTION, THE FILM ALSO GIVES A BACKGROUND ABOUT THE KILLERS, THEIR TERRIBLE VIOLENT ACT AND THE IMPACT IT CAUSED IN UK.",DOCUMENTARY
2396,"BOMBAY'S CAREER THIEF KISHAN IS ABSCONDING AND TAKES REFUGE IN JAMALPUR. WHILE THERE HE CONTINUES HIS TRADE BUT HIS LIFE CHANGES WHEN HE WITNESSES GANGSTER RAJA GAJRAJ SINGH MERCILESSLY KILLING A MAN, WHICH FORCES HIM TO SINGLE-HANDEDLY REVOLT AGAINST GAJRAJ SINGH AND HIS GANG, ONLY TO LEARN THAT HIS LIFE IS THREATENED BY GAJRAJ AND A CORRUPT SUPERINTENDENT OF POLICE, RANJIT KHURANA.",ACTION
2397,A SMALL INTERNET TECHNOLOGY COMPANY TAKES THE FULL ADVANTAGE OF BOOMING ONLINE BUSINESS.,DRAMA
2398,"""NONNO FELICE"" IS AN ITALIAN PLAY ON WORDS THAT COULD MEAN ""HAPPY GRANDPA"" OR ""GRANDPA FELICE"" SINCE ""FELICE"" IS ALSO AN ITALIAN LAST NAME. BUT ENOUGH OF THE ITALIAN LESSON, NONNO FELICE IS ONE OF THE FEW ITALIAN SITCOMS THAT LACK THAT ""ANTISEPTIC, STERILE SETTING"" THAT SEEMS TO PLAGUE MOST OF THE ITALIAN SITCOMS. THE FILM CREWS BORROW A FEW TECHNIQUES FROM THE AMERICAN SITCOMS, MAKING THIS SITCOM A SUREFIRE HIT.NONNO FELICE IS A LOVABLE SENIOR CITIZEN WHO IS STUBBORNLY SET IN HIS WAYS AND WHO IS ALSO A LITTLE ""NAUGHTY-BUT-NICE"". WHILE HE IS A SOURCE OF MIRTH AND MERRIMENT TO HIS GRANDCHILDREN, WHO SIMPLY ADORE HIM, HE IS ALSO A GREAT SOURCE OF WORRY AND GRIEF TO THEIR PARENTS, PAOLO AND GINEVRA, BECAUSE OF HIS SOMEWHAT MISCHIEVOUS WAYS.FOR EXAMPLE, ON ONE EPISODE, THE PARENTS HIRED A TUTOR TO HELP THEIR CHILDREN WITH THEIR SCHOOLWORK. BUT THE TUTOR TURNED OUT TO BE A GORGEOUS LONG-LEGGED, RAVEN HAIRED BEAUTY WHO ALSO CAUGHT THE ATTENTION OF NONNO FELICE'S ROVING EYE.IN ANOTHER EPISODE, NONNO FELOICE BOUGHT A PASTY FROM A NEARBY BAR. (IN ITALY, A BAR THAT DEALS WITH ALCOHOL IS CALLED A ""TAVERNO"" OR AN ""AMERICAN BAR"" WHILE THE BAR THAT NONNO FELICE VISITED DEALT MAINLY WITH PASTRIES.) THE PROBLEM HERE WAS THAT HE WALKED OUTSIDE AND BUMPED INTO THE GUARDIA FINANZIA (FINANCE POLICE) WITH HIS PASTRY BUT NO RECEIPT! THIS CAUSED QUITE A BIT OF GRIEF FOR EVERYONE AND POOR FRANCO HAD TO PAY THE FINE.NO MATTER HOW HARD PAOLO AND HIS WIFE GINEVRA TRY TO KEEP THEIR NONNO FELICE OUT OF MISCHIEF, HE IS ALMOST ALWAYS ONE STEP AHEAD OF THEM. SO IT IS NO WONDER THAT NONNO FELICE IS A CONSTANT SOURCE OF WORRY FOR FRANCO AND GINEVRA. YET NO MATTER WHAT HAPPENS, IT IS HARD TO STAY MAD AT NONNO FELICE.THE COMBINATION OF THE LATE GREAT GINO BRAMIERI'S SHARP ONE-LINERS AND THE COMEDY IN THIS SERIES, MAKES FOR GREAT ENTERTAINMENT.",COMEDY
2399,"THE FILM TRANSPORTS US TO THE TIME OF WHITE TERROR OF 1923-1925 WHEN THE FASCIST REGIME OF ALEXANDER TZANKOV ASSASSINATED THOUSANDS OF PROGRESSIVE PEOPLE IN BULGARIA. THE LIST OF THOSE WHO 'DISAPPEARED WITHOUT TRACE' INCLUDES MEMBERS OF THE COMMUNIST PARTY, BUT ALSO LIBERAL INTELLECTUALS SUCH AS THE JOURNALIST YOSSIF HERBST, THE MEMBER OF PARLIAMENT TODOR STRASHIMIROV, BROTHER OF THE FAMOUS WRITER ANTON STRASHIMIROV, THE POETS GEO MILEV AND HRISTO YASENOV AND MANY TEACHERS AND ARTISTS. THE FILM OPENS WITH THE FOLLOWING INSCRIPTION:"" THE RESEMBLANCE TO REAL PEOPLE IS NOT COINCIDENTAL. THE NAMES AND EVENTS ARE NOT IMAGINARY.' THIS IS A DOCUMENTARY EVIDENCE, PRESENTED IN ARTISTIC TERMS, ABOUT THE HEINOUS CRIMES IN BULGARIA DURING THE 1920S. IN 1953 THE REMAINS WERE DISCOVERED OF SEVERAL PEOPLE WHO HAD BEEN KILLED WITHOUT CHARGE OR TRIAL. THE ASSASSINS WERE BROUGHT TO TRIAL. EACH CRIME IS ASSOCIATED WITH A SEPARATE RETROSPECTIVE LINE. THE INDIVIDUAL CASE HISTORIES FIT INTO A LARGER PICTURE OF A PERIOD IN BULGARIAN HISTORY THAT HAS BEEN BRANDED WITH INFAMY.",DRAMA
2400,"JOHN CLIVE HEADED UP THE CAST AS ROBERT SOMMERBY, A BRILLIANT BUT ECCENTRIC INVENTOR WHO LIVES IN THE COUNTRY WITH HIS AUNT MILLIE (DORIS ROGERS), AND A NUMBER OF HUMANOID ROBOTS.ONE, KATIE ( KT ), TALKS LIKE A CHILD, AND HAS A PR...",FAMILY
2401,"INTRODCUED BY LORD BIRKETT AND FILMED AT SHAKESPEARE'S GLOBE THEATRE IN LONDON, THIS UNIQUE SERIES SHOWCASES WILLIAM SHAKESPEARE'S MOST FAMOUS PLAYS. IN EPISODES OF FIFTEEN MINUTES, ONE OF LONDON'S TOP DRAMA SCHOOLS AND STUDENTS DISTILL THE ESSENCE OF SHAKESPEARE'S WORK AS A PLAYWRIGHT.",DRAMA
2402,A BIZARRE ALIEN PLANET OF 'PERFECT PARENTS' TAKE CONTROL OF A KIDS NETWORK.,COMEDY
2403,"A DRUG ADDICT BEGINS HEARING VOICES ON HIS TELEVISION AND GOES ON A KILLING RAMPAGE, LOOKING UP THE OLD MEMBERS OF A HIPPIE CULT HE BELONGED TO.",SHORT
2404,A TRIBUTE TO JOHN WAYNE AND A CELEBRATION OF HIS CAREER IN FILM. HOSTED BY FRANK SINATRA.,DOCUMENTARY
2405,"POLICE OFFICER OLAF STERN SENSES HIS CHANCE: AS AN UNDERCOVER INVESTIGATOR, HE WANTS TO OBSERVE A TURKISH GREENGROCER IN A WHOLESALE MARKET.",COMEDY
2406,TWO WOMEN'S INTIMATE APPAREL SALESMEN COMPETE FOR THE BEST SALESMAN AWARD AND END UP ROMANCING CUSTOMERS.,COMEDY
2407,"I USED TO LIVE WITH THE GIRL WHO PLAYED AMY AND WE DIDN'T GET ALONG VERY WELL. SHE HID THE TAPE FROM ME, BUT I FOUND IT AND WATCHED IT. I FOUND HER PERFORMANCE TO BE VERY GENUINE AND THOUGHT IT WAS GREAT. WHEN I TOLD HER SO, SHE STOPPED TALKING TO ME FOR A WEEK AND THE TAPE DISAPPEARED FOR GOOD. AS WITH ALL JOE CHRIST FILMS, YOU HAVE TO HAVE AN APPRECIATION FOR THE UNDERGROUND. THEY RUN ALONG THE VEIN OF KENNETH ANGER, BRUCE LA BRUCE AND RICHARD KERN ""FILMS"". THEY EXPLOIT HUMAN NATURE IN A WAY THAT BIG STUDIO DIRECTORS WON'T EVEN TOUCH. (MOST BIG DIRECTORS ALREADY COME FROM MONEY AND DON'T GET TO SEE THE GRITTIER SIDE OF HUMANITY BECAUSE THEY'RE TOO BUSY SWEETENING UP THE STORY SO IT WILL HAVE A SUGAR-COATED ENDING...UNDERGROUND FILM DOES NOT CATER TO THESE WHIMS AND THOUGH AMY ""MAY OR MAY NOT"" HAVE STRANGLED A SMALL CHILD, THAT'S NOT REALLY WHAT I GOT OUT OF IT. THIS KIND OF THING HAPPENS IN AMERICA DAILY AND FILMS LIKE THIS ARE ONLY MADE TO REMIND YOU OF THIS. SOMETHING TO HEED WHEN YOU CLOSE YOUR BLINDS AND POP IN THAT LATEST DISNEY FILM. LIVING DOWN THE BLOCK COULD BE A GIRL JUST LIKE AMY...PARENTS WOULD BE WISE TO REMEMBER THIS! MUAHAHAHAHA.........IF YOU CAN'T BRING YOURSELF TO APPRECIATE SOUTHERN ""PUNK"" CULTURE OR THE FILMS OF JOHN WATERS, THIS FILM IS NOT FOR YOU....I GAVE THIS FILM A 3 ON AMANDA'S ACTING ALONE.",SHORT
2408,A MAN MEETS A WOMAN WHO IS DETERMINED TO SHOW HIM HAPPINESS.,COMEDY
2409,"IF YOU ARE IN US AND A DESI, YOU CAN VERY WELL UNDERSTAND THIS MOVIE. I LIKE IT, MUSIC IS AWESOME.... ANUPAM KHER JUST AS EVER INCREDIBLE ACTOR AND THE NEW GUY BALDEV ACTED AS A TRUE PUNJU (NO DOUBT) HE IS A PUNJABI..VERY WELL DIRECTED. MUST SEE ESPECIALLY FOR STUDENTS WHO CAME TO US...IN THE LATE 90S BECAUSE THIS IS TIME FRAME WHEN THE MOVIE WAS SHOT TOO!! THIS MOVIE WOULDN'T HAVE MUCH OF APPEAL FOR H1B HOLDERS BECAUSE THE STRUGGLE ISN'T APPLICABLE TO THEM...SO THEY MIGHT NOT UNDERSTAND IT WELL...OVERALL MOVIE HAD PERFECT TIMING AND MUSIC TO COME OUT REALLY WELL. ALL THE SUPPORTING TEAM HAS DONE AN INCREDIBLE WORK AS WELL....",COMEDY
2410,"SET IN THE AMAZON BASIN OF ECUADOR, BEYOND THE GATES OF SPLENDOR TELLS THE STORY OF THE WAODANI, A VIOLENT AND ISOLATED TRIBE, AND FIVE NORTH AMERICAN FAMILIES WHO CONTACTED THEM. ALL FIVE OF THE NORTH AMERICAN MEN WERE KILLED (JIM ELLIOT, NATE SAINT, ROGER YOUDERIAN, PETE FLEMING, AND ED MCCULLY). ELISABETH ELLIOT, THE WIFE OF ONE OF THE MEN, AND RACHEL SAINT, THE SISTER OF ANOTHER, WENT TO LIVE WITH THE WAODANI. LATER, STEVE SAINT, THE SON OF ONE OF THE SLAIN MEN MOVED HIS FAMILY FROM FLORIDA TO LIVE WITH THE SAME WAODANI FAMILY THAT HAD KILLED HIS FATHER.",DOCUMENTARY
2411,"A ROMANIAN IMMIGRANT (DANIEL LAVOIE) USES GOOD FOOD, GOOD HUMOR AND GOOD CONVERSATION TO BREAK DOWN THE WALLS AROUND A RECLUSIVE WOMAN'S (CLAIRE BLOOM) HEART.",DRAMA
2412,SO THIS FILM CONTAINS A LOTA BAD LANGUAGE AND VIOLENCE. ITS ABOUT FAMOUS DIRECTORS GETTING DRUNK AND DECIDING TO KILL SOME DUDES.,DOCUMENTARY
2413,"ABOUT 25 YEARS AGO AN UNHOLY CHILD WAS BORN IN AN ANCIENT NOBLE FAMILY. THE PARENTS WERE THE MOTHER AND SON OF THE FAMILY. THE GOAL WAS TO CREATE THE PERFECT DAUGHTER, BUT INSTEAD SHE GAVE BIRTH TO A MONSTER! THE SON, WHOSE ONLY INTEREST ARE RABBITS, CALLED THE MONSTER BUNNY MAN, AND PLACED HIM IN A HOLE IN THE WOODS. HE SUPPLIED HIS SON WITH FOOD AND RABBITS, TO PLAY WITH. UNFORTUNATELY, THE LACK OF HUMAN CONTACT MADE HIM VIOLENT, AND HIS RABBITS DIED WHEN DURING HIS SO CALLED GAMES. ONE DAY THE SON FORGETS TO LOCK THE HOLE AND BUNNY MAN SUDDENLY FINDS HIMSELF FREE, IN A WORLD HE'S NEVER SEEN AND DOESN'T UNDERSTAND. AT THE SAME TIME, A GROUP OF KIDS ARRIVE AT A CABIN IN THE WOODS TO THROW A PARTY. KIDS THAT, TO AN UNTRAINED EYE, SEEM QUITE SIMILAR TO RABBITS...",HORROR
2414,A COUNTRY MUSIC SHOW COMES TO BROADWAY WITH THE ONLY BIG SCREEN APPEARANCE OF THE LEGENDARY HANK WILLIAMS.,MUSICAL
2415,A PARALYZED WOMAN'S STRUGGLE OF ABUSE AT THE HAND OF HER NURSES.,SHORT
2416,"IN A NEWSPAPER ADVERTISEMENT, PINA BAUSCH WAS LOOKING FOR AMATEUR ACTORS AGED 65 AND OVER IN ORDER TO RE-STAGE HER 1978 PLAY ""KONTAKTHOF"" WITH THEM.",DOCUMENTARY
2417,"WHEN A BOY'S FATHER IS BRUTALLY MURDERED BY THE TOWN'S MOST POWERFUL CITIZEN BECAUSE HE'S NOT WILLING TO KNUCKLE UNDER, THE BOY DEVOTES HIS LIFE TO AVENGING HIS FATHER'S DEATH. YEARS LATER, HE BECOMES SWEPT UP IN A VICIOUS CYCLE OF REVENGE AND MUST SACRIFICE EVERYTHING HE HAS TO PROTECT HIMSELF AND HIS FAMILY.",WESTERN
2418,"LEAH CROSS IS A STRUGGLING ACTRESS FINDING IT HARD, DUE TO HER HEIGHT, TO MAKE IT IN SHOWBIZ. SHE IS FINALLY SHORTLISTED FOR THE ROLE IN THE TIME BANDITS, BUT IS THWARTED AT THE RECALLS WHEN SHE IS TOLD SHE IS TOO SHORT.",DOCUMENTARY
2419,"SUNIL SHRIVASTAVA (SUNIEL SHETTY), IS THE SON OF A FREEDOM FIGHTER (PRAN), WHO FOUGHT AGAINST THE BRITISH REGIME FOR INDIAN INDEPENDENCE. HIS FATHER KNEW WHAT SLAVERY MEANT AND ALSO MADE HIM UNDERSTAND THE SAME. HE BELIEVED THAT, ""IT WAS BETTER TO DIE THAN TO LIVE AS COWARD"". WITH SUCH INTENTION SUNIL COMES TO BOMBAY FROM ALLAHABAD TO STUDY LAW, SO THAT HE CAN FIGHT FOR THE JUSTICE OF THE PEOPLE. BUT HE SOON REALIZES THAT THE LAW IN THE CITY FAVORS THE POWERFUL PEOPLE AND THE WEAKER SECTION OF THE SOCIETY ARE THE LOSERS. NOT BEING A COWARD, SUNIL DECIDES TO TAKE ON THE SYSTEM, BE IT ALL-ALONE, AND FIGHT THEM ON HIS OWN TERMS. A SAVIOUR CALLED ""EK HINDUSTANI"" IS BORN WHICH IS THE NAME GIVEN BY THE PEOPLE TO SUNIL. SUDDENLY THERE IS REVOLUTION IN THE AIR. EVERY CHILD AROUND WANTS TO BECOME ""EK HINDUSTANI"" AND WANTS TO LIVE WITHOUT FEAR. SUNIL'S DREAM WILL COME TRUE WHEN EVERY PERSON IN THE COUNTRY WILL STAND UP AND FIGHT AGAINST EVIL, THAN LIVE LIFE OF A COWARD.",ACTION
2420,"AS A YOUNG MAN, EMILE LEFT HIS SASKATCHEWAN FARM LIFE BEHIND TO HEAD TO COLLEGE IN BRITAIN, WITH HIS BROTHERS, THE OLDER BRUSQUE AND CONTROLLING CARL AND THE YOUNGER SENSITIVE FREDDY, LEFT TO RUN THE FAMILY FARM. THIS MOVE WAS DESPITE FREDDY SHOWING GREATER POTENTIAL AND THUS PROBABLY BENEFITTING MORE FROM ACADEMIC LIFE. HOWEVER, CARL WOULDN'T ALLOW FREDDY TO LEAVE BECAUSE OF HIS MECHANICAL EXPERTISE WHICH WAS REQUIRED TO TEND TO THE FARM EQUIPMENT. EMILE VOWED TO RETURN, BUT NEVER DID, WHICH AFFECTED FREDDY THE MOST. NOW IN EARLY RETIREMENT, EMILE, STILL LIVING IN BRITAIN, TRAVELS TO VICTORIA, CANADA TO ACCEPT AN HONORARY DEGREE FROM THE UNIVERSITY THERE. IN VICTORIA, HE DECIDES TO STAY WITH NOW DECEASED CARL'S GROWN DAUGHTER NADIA, AND NADIA'S TEN-YEAR-OLD DAUGHTER MARIA. EMILE HAD NEVER MADE ANY ATTEMPT OVER THE YEARS TO CONNECT WITH NADIA OR MARIA, WHO ONLY REALLY KNOW HIM BY NAME. ON THE SURFACE TO NADIA, EMILE'S VISIT IS PURELY A NEED ON HIS PART FOR A FREE BED WHILE IN VICTORIA, THIS FEELING WHICH IS FOSTERED BY HER LAST ENCOUNTER WITH EMILE WHEN SHE WAS A CHILD. DESPITE A ROCKY START, EMILE MAY BE ABLE TO RECONNECT WITH THE FAMILY THROUGH MARIA, AS NADIA AND MARIA GO THROUGH ISSUES OF THEIR OWN, MOST SPECIFICALLY REGARDING NADIA'S RECENT BREAK-UP WITH MARIA'S FATHER AND THEIR RESULTING RELOCATION TO VICTORIA FROM VANCOUVER.",DRAMA
2421,"A YOUNG BOY CALLED ERRI HAS RUN AWAY FROM HIS VILLAGE IN YUGOSLAVIA, AND ENDED UP IN BRITAIN. HE IS TAKEN TO THE DETENTION, WHERE HE IS QUESTIONED BY MIRKO (SERGE SORIC). HE ESCAPES, AND IS FOUND BY VICTORIA AND ROBERT, WHO SMUGGLE HIM TO THEIR HOUSE. THEY KEEP HIM IN NEXT DOOR'S ATTIC, THINKING THAT HE IS IN DANGER. VICTORIA CONTACTS THE BALKAN SUPPORT GROUP, SAYING IT IS FOR A SCHOOL PROJECT, AND IS ALLOWED TO TALK TO JULIAN (ALEKSANDAR MIKIC). SHE HINTS ABOUT ERRI, THEN LEAVES. WHEN MIRKO AND A DETECTIVE COME LOOKING FOR ERRI TO KEEP HIM SAFE, ERRI RUNS OFF WITH ROBERT, AND A GIRL NAMED LESLEY. THEY HIDE OUT IN A WAREHOUSE, AND THE NEXT MORNING, JULIAN ARRIVES AT VICTORIA'S HOUSE. HE LETS HER USE HIS PHONE TO CALL ROBERT, AND JULIAN THEN HEADS OFF TO FIND ERRI. VICTORIA TELLS THE POLICE JUST IN TIME, AND THEY MANAGE TO REACH ERRI BEFORE JULIAN AND HIS CROWBAR REACH HIM. ERRI HAS TO GIVE EVIDENCE AGAINST VOYNIC, A WARLORD WHO KILLED EVERYONE IN ERRI'S VILLAGE. HE IS AFRAID TO, AND ALTHOUGH SHE KNOWS SHE WILL NEVER SEE HIM AGAIN, LESLEY PERSUADES HIM TO. THE SERIES ENDS WITH ERRI WALKING IN THE POLICE STATION, HOLDING MIRKO'S HAND.",DRAMA
2422,"WHEN ONE OF THE SISTERS HAD GROWN UP, SHE WENT TO SEE HER MOTHER AND SISTER. THE ''FUN'' STUFF STARTS WHEN SHE GETS ENCLOSED IN HOUSE BY HER OLDER SISTER, PSYCHO.",HORROR
2423,A WOMAN WHO HAS FALLEN IN LOVE WITH A CRIME KINGPIN DISCOVERS HE HAS A VICIOUS TEMPER AND HAS NO QUALMS ABOUT BEATING THE WOMAN HE PROFESSES TO LOVE.,DRAMA
2424,"SOMETIMES WHEN YOU TURN OVER A NEW LEAF ALL YOU FIND IS DIRT. THIS IS A STORY THAT CAPTURES THE INNER STRUGGLE OF A MAN DETERMINED TO CHANGE HIS LIFE AND REGAIN HIS FREEDOM. GAMBLING DEBTS, A NEW BRIDE AND A BABY ON THE WAY FORCE NEW YORK CITY STREET HUSTLER BOBBY VENUTI (RICHARD CASTELLANO, ANALYZE THIS), TO RETHINK HIS LIFE STYLE AND MOVE UPSTATE. BUT AN OMINOUS CLOUD LOOMS OVER BOBBY. WHEN THE CROWD HE RAN WITH AND OWES MONEY TO CATCHES UP WITH HIM (VINNY VELLA, THE SOPRANOS, CASINO AND JOE RIGANO, ANALYZE THIS, MICKEY BLUE EYES) THIS ONCE SLEEPY TOWN TURNS INTO A HOT BED OF CRIMINAL ACTIVITY.",ACTION
